ldr1,led2,led3,temperature1,potentiometer2,gas1,led1,air_quality1,temperature2,potentiometer1,humidity1,anomaly
1.4569536,0.17493434,0.27675006,23.959387,0.0,6.9335938,3.7510598,11.425781,0.074315175,0.0,49.5,1
1.4569536,0.17493434,0.2270013,23.959387,0.0,6.9335938,0.0,11.425781,0.07515447,0.0,49.5,1
1.4569536,0.17493434,0.27675006,23.959387,0.0,6.9335938,3.7510598,11.425781,0.073056236,0.0,49.5,1
1.4569536,0.17493434,0.15237816,23.959387,0.0,6.9335938,0.0,11.425781,0.07389553,0.0,49.5,1
1.4569536,0.17493434,0.10262941,23.959387,0.0,6.9335938,0.0,11.425781,0.07599378,0.0,49.5,1
1.4569536,0.17493434,0.1004294,23.959387,0.0,6.9335938,0.0,11.425781,0.07473482,0.0,49.5,1
1.4569536,0.17493434,0.27675006,23.959387,0.0,6.9335938,3.7510598,11.425781,0.07389553,0.0,49.5,1
1.4569536,0.17493434,0.15237816,23.959387,0.0,6.9335938,0.0,11.425781,0.07473482,0.0,49.5,1
1.4569536,0.17493434,0.27675006,23.959387,0.0,6.9335938,0.0,11.425781,0.073056236,0.0,49.5,1
1.4569536,0.17493434,0.15237816,23.959387,0.0,6.9335938,0.0,11.425781,0.07211518,0.0,49.5,1
1.4569536,0.17273434,0.0,23.959387,0.0,6.9335938,3.7510598,11.425781,0.07085623,0.0,49.5,1
1.4569536,0.17493434,0.27675006,23.959387,0.0,6.9335938,3.7510598,11.425781,0.07389553,0.0,49.5,1
1.4569536,0.17493434,0.27455005,23.959387,0.0,6.9335938,3.7510598,11.425781,0.07515447,0.0,49.5,1
1.4569536,0.17493434,0.27675006,23.959387,0.0,6.9335938,0.0,11.425781,0.073056236,0.0,49.5,1
1.4569536,0.17493434,0.27455005,23.959387,0.0,6.9335938,0.0,11.425781,0.073056236,0.0,49.5,1
1.4569536,0.0,0.0,23.959387,0.0,6.9335938,4.0572987,11.425781,0.07347588,0.24939564,49.5,1
1.4569536,0.17493434,0.27675006,23.959387,0.0,6.9335938,0.0,11.425781,0.073056236,0.0,49.5,1
1.4569536,0.17493434,0.10262941,23.959387,0.0,6.9335938,0.0,11.425781,0.07515447,0.0,49.5,1
1.4569536,0.17493434,0.15237816,23.959387,0.0,6.9335938,0.0,11.425781,0.07169552,0.0,49.5,1
1.4569536,0.17493434,0.15237816,23.959387,0.0,6.9335938,0.0,11.425781,0.07389553,0.0,49.5,1
1.4569536,0.17273434,0.0,23.959387,0.0,6.9335938,3.7510598,11.425781,0.07337412,0.0,49.5,1
1.4569536,0.17273434,0.0,23.959387,0.0,6.9335938,3.75326,11.425781,0.07085623,0.0,49.5,1
1.4569536,0.17493434,0.15237816,23.959387,0.0,6.9335938,0.0,11.425781,0.074315175,0.0,49.5,1
1.4569536,0.17493434,0.1004294,23.959387,0.0,6.9335938,0.0,11.425781,0.07389553,0.0,49.5,1
1.4569536,0.17493434,0.39892194,23.959387,0.0,6.9335938,0.0,11.425781,-13.78165,0.0,49.5,1
1.4569536,0.17493434,0.27675006,23.959387,0.0,6.9335938,3.7510598,11.425781,0.07389553,0.0,49.5,1
1.4569536,0.17493434,0.27675006,23.959387,0.0,6.9335938,0.0,11.425781,0.07347588,0.0,49.5,1
1.4569536,0.17493434,0.2270013,23.959387,0.0,6.9335938,0.0,11.425781,0.075574115,0.0,49.5,1
1.4569536,0.17493434,0.34917316,23.959387,0.0,6.9335938,0.0,11.425781,-13.78165,0.0,49.5,1
1.4569536,0.0,0.0,23.959387,0.0,6.9335938,0.0,11.425781,0.07347588,0.0,49.5,1
1.4569536,0.17273434,0.0,23.959387,0.0,6.9335938,3.7510598,11.425781,0.07347588,0.0,49.5,1
1.4569536,0.17493434,0.27675006,23.959387,0.0,6.9335938,0.0,11.425781,0.073056236,0.0,49.5,1
1.4569536,0.17493434,0.1004294,23.959387,0.0,6.9335938,0.0,11.425781,0.07389553,0.0,49.5,1
